soln,cell,cell_plot,dist_x,time,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),k_Hematite_PK,dk_Hematite_PK,stage,u_step,time_days,pH_user,logaHS-,logaH2S,SR_Hematite,HematitePK_m,HematitePK_m_pct,Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
1,1,1,0.0005,630000.0,13,8.059584880383326,-7.404005068101388,240.0,3.103078931062814e-12,2.0423681095689506e-08,1.0499790725645863,0.82771982220055,0.00099998006852239,0.0999980068422723,2.699634080274638e-06,5.847419046375412e-12,0.021171568798405666,1.996493992319192e-06,0.0999980067020552,2.699634080272608e-06,2.0296879854204023e-18,3.815926637490005e-12,2.031492408885407e-12,0.021109538346507074,6.200572816042318e-05,1.996493992319192e-06,0.0,2.6347618362143913e-15,3.2594232200239996e-32,2.0967206643406098e-13,1.4153115849627036e-24,1.2816124991525924e-13,7.67977846896146e-29,9.660639173635056e-16,1.4549933617594512e-30,2.0252174817186347e-12,-6.328596460947716,-6.269566391059479,-6.062574770193317,-7.837482428279564,-8.059584880383326,-3.1629330605319264,-2.0558551110722836,-3.1677053225711305,-14.502101659026561,-22.099615523435606,-68.38233928070365,-16.35234159296928,-15.667284230420465,-16.460210758835526,-93.96397063731845,-9.433013802702542,-13.064031989431065,-22.14737318956933,-20.878849920421793,-8.898743602737119,-21.708697410753302,-11.315023436254767,-23.68990304680039,-5.8338461678632925,-10.827224620799832,-9.636812403052717,-20.764506596663697,-7.027220663206824,0.0,0.0,0.0,0.0,0.003068270074342006,6.552280211682537e-05,0.0004962061703155753,2.738827898332314e-06,0.0009530563465501763,1.5680709563372372e-05,0.0,0.0,0.0,0.0,-8.352788044573957,-11.901205052284162,-1.5145149252489816,-3.4951090889182765,-2.000000000000014,-1.0000000000000284,-3.0235812632348633,0.0,0.0,0.0,7.0,13.0,7.291666666666667,8.059584880383326,-2.0558551110722836,-3.1677053225711305,4.438251979312426e-09,0.0,0.0,0.0,67.91915746913753,10.984008644039802,0.0,0.0,21.09683388682267,0.0
2,2,2,0.0015,630000.0,13,8.059491110132916,-7.403919784822286,240.0,9.24349455068647e-12,6.083833069313651e-08,1.0499790409902006,0.8277128135162092,0.0009999800372924024,0.09999800369957233,2.235445695163489e-06,7.05823993877089e-12,0.02117908689803882,1.99840251284228e-06,0.09999800355934915,2.2354456951618096e-06,1.6790334126405216e-18,4.606477584219699e-12,2.451762354551192e-12,0.02111705587270915,6.200628377707474e-05,1.99840251284228e-06,0.0,3.1819552902177463e-15,3.937120957101953e-32,2.5316256480733335e-13,1.7092133797085103e-24,1.5477675075654408e-13,9.276475336526028e-29,1.1666783803790953e-15,1.7574848609252575e-30,2.444187655306997e-12,-6.328592663772726,-6.3514168093666274,-6.062158539106592,-7.837231671096653,-8.059491110132916,-3.16302683345932,-2.0556896371684714,-3.1674460784169156,-14.502203921602245,-22.099530240156504,-68.38208343086634,-16.352260003144643,-15.66720633405029,-16.46013655591981,-93.96372956129899,-9.433022292350834,-13.227992070199607,-22.229472965859458,-20.960953390166384,-8.98093235576081,-21.790804573952354,-11.397215882732924,-23.772013903453907,-5.915862060074254,-10.909409680369063,-9.71908754209488,-20.846696452426755,-7.02714895955344,0.0,0.0,0.0,0.0,1.0917424507475327e-06,5.0745095889800484e-14,0.0,0.0,2.8524388663101644e-08,1.3329827731478948e-13,0.0,0.0,0.0,0.0,-8.189274756491423,-11.655926631850555,-1.6788059538251119,-3.4128424395243897,-2.0,-1.328582057152289,-3.1058479126287306,0.0,0.0,0.0,7.0,13.0,7.291666666666667,8.059491110132916,-2.0556896371684714,-3.1674460784169156,6.467333303233291e-09,0.0,0.0,0.0,97.4537862177454,0.0,0.0,0.0,2.546213782254606,0.0
3,3,3,0.0025,630000.0,13,8.059402988722104,-7.403840173344583,239.99999999999994,1.5168656771391943e-11,9.983622061148964e-08,1.0499790103593347,0.8277060645922404,0.0009999800070036899,0.09999800065168828,1.7712416159446818e-06,8.903999228349767e-12,0.02118629171562325,2.000228761844314e-06,0.09999800051145902,1.7712416159433528e-06,1.3291189798715558e-18,5.811555387311994e-12,3.0924438410377726e-12,0.021124260240057896,6.200671690736552e-05,2.000228761844314e-06,0.0,4.015967171464264e-15,4.969977921737838e-32,3.1945333107749995e-13,2.157167433609458e-24,1.9534316820257268e-13,1.1709952497914883e-28,1.472448410343293e-15,2.218503661769833e-30,3.0828878277755023e-12,-6.328589718519995,-6.4524162277474995,-6.061760615889406,-7.836992903749213,-8.059402988722104,-3.1631149573054667,-2.0555304812987436,-3.167198801136358,-14.502300557816772,-22.099450628678802,-68.38184459643324,-16.352183947810946,-15.6671338348606,-16.460067612874123,-93.96350495144189,-9.433030804719275,-13.43023818424189,-22.33071464064577,-21.06219862109658,-9.082257198168717,-21.89205336102656,-11.498544281284836,-23.873266246672117,-6.0170206343244175,-11.010730966632963,-9.820493396060924,-20.948022694915093,-7.027077925094729,0.0,0.0,0.0,0.0,1.069140215472317e-06,1.0483670333420541e-13,0.0,0.0,2.0011578662720032e-08,1.1783473421835764e-13,0.0,0.0,0.0,0.0,-7.987452169858171,-11.353184240749906,-1.88137037960621,-3.3114450979267573,-1.9999999999999716,-1.7337109087140163,-3.2072452542263465,1.7763568394002505e-15,0.0,0.0,7.0,13.0,7.291666666666667,8.059402988722104,-2.0555304812987436,-3.167198801136358,1.0293138823487854e-08,0.0,0.0,0.0,98.16264557700038,0.0,0.0,0.0,1.83735442299964,0.0
4,4,4,0.0035,630000.0,13,8.05932412683296,-7.403769865392703,240.0,2.0740413778963502e-11,1.3650807494294503e-07,1.04997898127327,0.8276997414881248,0.0009999799782562026,0.09999799775906192,1.3070249351338887e-06,1.206144512267152e-11,0.02119298298177483,2.00191912980313e-06,0.0999979976188266,1.3070249351329086e-06,9.799264577055175e-19,7.872959641567794e-12,4.188485481103726e-12,0.021130951258215798,6.200694896309576e-05,2.00191912980313e-06,0.0,5.4423976290637324e-15,6.736353830583674e-32,4.328412589288117e-13,2.923313663497553e-24,2.6472502041025274e-13,1.5871655467072562e-28,1.9954162858641465e-15,3.006933961175233e-30,4.175540226365748e-12,-6.328588171779518,-6.5843288989340625,-6.061392611376165,-7.836773747516652,-8.05932412683296,-3.163193821232847,-2.0553816330180505,-3.166971090966534,-14.502387977719717,-22.099380320726922,-68.38163367257759,-16.35211697089172,-15.667070188974032,-16.460007298020216,-93.96330735171688,-9.43303936069478,-13.694291236784865,-22.462858031474816,-21.194345342958403,-9.214474227982414,-22.02420341392104,-11.630764642131188,-24.005419630599253,-6.149082153792115,-11.142944665414003,-9.952782627736687,-21.08024161863898,-7.027007938702967,0.0,0.0,0.0,0.0,1.0656870281298397e-06,2.7813049786891257e-13,0.0,0.0,1.4728711562957303e-08,9.693519774054954e-14,0.0,0.0,0.0,0.0,-7.723784557377249,-10.95767426707214,-2.1457211287111946,-3.1791644222265276,-2.0000000000000284,-2.2624124069244544,-3.3395259299265945,0.0,0.0,0.0,7.0,13.0,7.291666666666667,8.05932412683296,-2.0553816330180505,-3.166971090966534,1.8889281666977405e-08,0.0,0.0,0.0,98.63675518396788,0.0,0.0,0.0,1.363244816032135,0.0
5,5,5,0.0045000000000000005,630000.0,13,8.059257906966712,-7.403712264656948,240.0,2.5827942839769388e-11,1.6999285756538532e-07,1.0499789542952949,0.8276939997784083,0.0009999799516120108,0.09999799507831522,8.428006846406315e-07,1.8698340717192422e-11,0.02119897307599953,2.003423266252763e-06,0.0999979949380739,8.4280068464e-07,6.313972353176662e-19,1.2205867326503356e-11,6.492473390689065e-12,0.02113694138167263,6.200690539060651e-05,2.003423266252763e-06,0.0,8.440157046232757e-15,1.0448230793615048e-31,6.7115475614659e-13,4.5334314877997434e-24,4.10536909650794e-13,2.461710995641197e-28,3.0944801488309864e-15,4.6637545480548385e-30,6.472404201889016e-12,-6.328588542129254,-6.774814295838214,-6.061065393555738,-7.836581338238567,-8.059257906966712,-3.163260042594564,-2.055246824475715,-3.1667700625579585,-14.502462819707398,-22.099322719991168,-68.38146087037032,-16.352062393818052,-15.66701863556244,-16.459958768270706,-93.96314664415794,-9.43304798132074,-14.075463059001764,-22.653558468389964,-21.385048803535632,-9.405235289295396,-22.214909898160347,-11.821528727106251,-24.19612913850064,-6.3397023592385935,-11.333702703064905,-10.143603863087218,-21.271005253253758,-7.026939350026881,0.0,0.0,0.0,0.0,1.0714112827058e-06,1.301423558356567e-12,0.0,0.0,1.0844918420991866e-08,7.397776476021405e-14,0.0,0.0,0.0,0.0,-7.342946207787792,-10.386408122809726,-2.5271625680127627,-2.9883518075019353,-2.000000000000014,-3.025295285527619,-3.5303385446511673,0.0,0.0,0.0,7.0,13.0,7.291666666666667,8.059257906966712,-2.055246824475715,-3.1667700625579585,4.539978458612711e-08,0.0,0.0,0.0,98.99793427751203,0.0,0.0,0.0,1.0020657224879534,0.0
6,6,6,0.0055000000000000005,630000.0,13,8.05920739848837,-7.403670461120621,240.0,3.031125894326343e-11,1.9950086445345611e-07,1.0499789299372089,0.8276889807222519,0.0009999799275818215,0.09999799266090478,3.7858474126506195e-07,4.161404356828362e-11,0.02120409166480452,2.004695363026303e-06,0.09999799252065751,3.785847412647785e-07,2.8344220321312714e-19,2.716606774869834e-11,1.4447975819585288e-11,0.02114206034620399,6.200651731258813e-05,2.004695363026303e-06,0.0,1.8789163428620688e-14,2.3261701708591226e-31,1.49392593445225e-12,1.0091954152346889e-23,9.139164006022274e-13,5.480663589202339e-28,6.888732441530308e-15,1.0383149560126635e-29,1.440330982308592e-11,-6.328591308747277,-7.12231198166631,-6.060788820662434,-7.8364221500237505,-8.05920739848837,-3.163310551893421,-2.055129439797229,-3.1666021694011164,-14.502522034768784,-22.09928091645484,-68.38133545976135,-16.352023231881933,-15.666982115226531,-16.459924889535003,-93.9630317999498,-9.43305668708327,-14.770626323814756,-23.001251761638926,-21.732744738384802,-9.752973027680895,-22.56260847460973,-12.169269107091957,-24.543830356550227,-6.687317429745178,-11.681437799850194,-10.491386827571157,-21.618746414201368,-7.026872473826728,0.0,0.0,0.0,0.0,9.5742783471496e-07,6.865092782982108e-09,0.0,0.0,7.578229625653702e-09,8.567743739143365e-12,0.0,0.0,0.0,0.0,-6.648051855549838,-9.344057889100531,-3.2225606021827673,-2.64057754878052,-2.000000000000014,-4.416091353867586,-3.8781128033725762,-1.7763568394002505e-15,0.0,0.0,7.0,13.0,7.291666666666667,8.05920739848837,-2.055129439797229,-3.1666021694011164,2.2487860806629745e-07,0.0,0.0,0.0,99.21469616557987,0.0,0.0,0.0,0.7853038344201377,0.0
7,7,7,0.006500000000000001,630000.0,13,8.059160153484534,-7.403624785777528,239.99999999999994,3.408372101948064e-11,2.243302087225005e-07,1.0499789106938366,0.8276848093989124,0.0009999799085620663,0.09999799074681434,1.833906892732874e-10,8.588382046115785e-08,0.021208361497225804,2.0058016935165567e-06,0.09999799060656574,1.8339068927315016e-10,1.372286678567713e-22,5.606809714112912e-08,2.9815723320028716e-08,0.02114632480232456,6.201188269684507e-05,2.0058016935165567e-06,0.0,3.8787247530696854e-11,4.802514453732038e-28,3.0836375532726673e-09,2.083316326175397e-20,1.886625841986887e-09,1.1315093376619547e-24,1.4220550955940535e-11,2.143640211971e-26,2.9723537845057008e-08,-6.328553776529532,-10.437044668111785,-6.060548466536818,-7.836279135289395,-8.059160153484534,-3.1633577981181906,-2.0550321004059695,-3.1664575850060146,-14.502570851875168,-22.09923524111175,-68.38119843373208,-16.35197975419655,-15.666940835198858,-16.459885807165037,-93.96290356455137,-9.433058257964946,-21.40023628110074,-26.316135649181174,-25.04763082358464,-13.067904788223832,-25.877496757467277,-15.484203065292608,-27.858720837065484,-10.002147455581444,-14.996367362735423,-13.80636143902345,-24.933675350310562,-7.026822379439531,1.0218099111099235e-07,-9.997712587025631e-09,0.0,0.0,3.4230583876857254e-07,3.027480389049349e-08,0.0,0.0,4.513055850655679e-09,2.2842003443598915e-11,0.0,0.0,0.0,0.0,-0.018680976330292864,0.5999999999999996,-9.852365238250627,0.6743954917900581,-2.000000000000014,-17.67570062600285,-7.193085843943205,-1.7763568394002505e-15,1.5221124913644276e-07,-3.5745875031996833e-09,7.0,13.0,7.291666666666667,8.059160153484534,-2.0550321004059695,-3.1664575850060146,0.9578974644157942,1.5221124913644276e-07,25.31743680532467,0.0,56.93604441382962,0.0,16.995858058027164,0.0,0.7506607228185461,0.0
8,8,8,0.007500000000000001,630000.0,13,8.059088764164535,-7.403543462022557,239.99999999999997,3.7056097618489395e-11,2.438935782818959e-07,1.0499788987357102,0.8276815898575582,0.00099997989663686,0.0999979895447661,1.8334139503982075e-10,8.587864442222482e-08,0.021212244005007822,2.006887433609629e-06,0.09999798940452345,1.8334139503968362e-10,1.3711617485106521e-22,5.606757924405461e-08,2.981106517817022e-08,0.021150195120350563,6.202406247317266e-05,2.006887433609629e-06,0.0,3.8799412284471465e-11,4.80492040322574e-28,3.084097506295469e-09,2.0840173803000612e-20,1.8872100612153277e-09,1.1320717465613922e-24,1.422489856755697e-11,2.144697182816268e-26,2.971887899071112e-08,-6.328468557176397,-10.437119372738353,-6.060312853422547,-7.836120666854775,-8.059088764164535,-3.1634291903097607,-2.0549549557263305,-3.1663090510063867,-14.502632312503401,-22.099153917356777,-68.38095446246716,-16.351900132489394,-15.666862915539518,-16.459809589553515,-93.9626664014777,-9.433048326401545,-21.400534224353564,-26.31628502146025,-25.04778189791165,-13.068137186305806,-25.877649533842103,-15.484437165422397,-27.85887531548813,-10.002299304888147,-14.996598058769582,-13.806661825201358,-24.933894412733512,-7.026816624079662,2.0489374052919886e-07,2.4384898924427926e-09,0.0,0.0,8.511207253553563e-08,4.976859872111869e-17,0.0,0.0,2.2929540467848524e-09,-1.2137688287075803e-12,0.0,0.0,0.0,0.0,-0.018674354330839193,0.5999999999999908,-9.852817470863421,0.6747058095314529,-1.9999999999999574,-17.676605091228822,-7.193396161684501,0.0,1.5762897426863203e-07,-3.6577258349088357e-09,7.0,13.0,7.291666666666667,8.059088764164535,-2.0549549557263305,-3.1663090510063867,0.9579120702768176,1.5762897426863203e-07,35.03428656901792,0.0,18.916831461526407,0.0,45.539254792489174,0.0,0.5096271769665116,0.0
9,9,9,0.0085,630000.0,13,8.059040176611326,-7.403488155191552,240.0,3.899129552438057e-11,2.5663051650527046e-07,1.0499788906129135,0.8276793984404911,0.000999979888537848,0.09999798872866249,1.8330786019749345e-10,8.587512499645905e-08,0.02121488670742196,2.0076265110201918e-06,0.09999798858842385,1.833078601973564e-10,1.3703965751064544e-22,5.6067230694051586e-08,2.980789430240747e-08,0.021152829573448013,6.203230500061739e-05,2.0076265110201918e-06,0.0,3.880769630299758e-11,4.806558425926406e-28,3.084410788768639e-09,2.0844945851503297e-20,1.8876079056483755e-09,1.1324546449212862e-24,1.4227859223339005e-11,2.145416784559454e-26,2.9715707633004264e-08,-6.328410895726658,-10.437170202658391,-6.060152541385006,-7.836012857420506,-8.059040176611326,-3.163477779818641,-2.054902453123052,-3.1662079608499027,-14.502674184690157,-22.099098610525772,-68.38078854197413,-16.351845984181512,-15.666809925754757,-16.45975775829188,-93.96250511507719,-9.433041609079421,-21.400736974350167,-26.316386708278944,-25.04788474325347,-13.06829533847863,-25.87775353770704,-15.484596476118341,-27.858980477876194,-10.002402637411457,-14.996755052419282,-13.806866249836816,-24.93404353053796,-7.026812709029604,2.059337296684229e-07,2.501317018724658e-09,0.0,0.0,6.98608183401223e-08,5.021903496060077e-17,0.0,0.0,8.250480969546397e-10,-1.2672474043605795e-12,0.0,0.0,0.0,0.0,-0.0186698754642034,0.5999999999999908,-9.853125226066531,0.6749169514890028,-1.9999999999999858,-17.6772206016351,-7.193607303642083,0.0,1.638107509525383e-07,-3.751966319144758e-09,7.0,13.0,7.291666666666667,8.059040176611326,-2.054902453123052,-3.1662079608499027,0.9579219492476856,1.638107509525383e-07,37.193338753051904,0.0,15.861944756253665,0.0,46.75738877759161,0.0,0.18732771310282081,0.0
10,10,10,0.009500000000000001,630000.0,13,8.05901557768599,-7.403460141742684,240.0,3.9943554896231003e-11,2.6289802319748344e-07,1.0499788865054092,0.8276782890804512,0.0009999798844428467,0.09999798831611031,1.8329088424208944e-10,8.587334259844807e-08,0.021216224530026303,2.0080008031917748e-06,0.09999798817587371,1.8329088424195246e-10,1.370009407678748e-22,5.6067053229016337e-08,2.980628936943175e-08,0.021154163205457606,6.203649215651135e-05,2.0080008031917748e-06,0.0,3.881189025763658e-11,4.807387984392987e-28,3.0845693496093652e-09,2.084736246562283e-20,1.8878093219509342e-09,1.1326485594048642e-24,1.4229358106961642e-11,2.1457812183287405e-26,2.971410245513089e-08,-6.328381606894409,-10.437195941078222,-6.06007137687768,-7.835958268442397,-8.05901557768599,-3.1635023797339517,-2.0548758775938247,-3.166156786395341,-14.502695371071907,-22.099070597076903,-68.38070450162752,-16.351818557212308,-15.66678308526522,-16.459731504282008,-93.96242342064924,-9.433038195545864,-21.40083962564434,-26.316438170788015,-25.047936792242208,-13.068375400916235,-25.877806173175443,-15.484677125035613,-27.85903369982426,-10.002454951360491,-14.99683452837722,-13.806969739230402,-24.934119006482675,-7.026810732425698,2.097608517991705e-07,2.5841767909558143e-09,0.0,0.0,3.2475781187017555e-08,5.1446663633858067e-17,0.0,0.0,4.04640126197245e-11,-1.3208755791894248e-12,0.0,0.0,0.0,0.0,-0.018667599445173266,0.599999999999989,-9.85328102841919,0.675023854416132,-2.000000000000014,-17.67753220634043,-7.1937142065692266,0.0,1.7203792548785084e-07,-3.876255686470361e-09,7.0,13.0,7.291666666666667,8.05901557768599,-2.0548758775938247,-3.166156786395341,0.9579269694687332,1.7203792548785084e-07,41.52345827464913,0.0,7.838427144664617,0.0,50.62834809614586,0.0,0.009766484540402463,0.0
1,1,1,0.0005,640000.0,14,8.059601736330745,-7.404022021215242,239.99999999999997,2.452757843528581e-12,1.6143432782621045e-08,1.0499790753758211,0.8277205978825558,0.000999980071327402,0.09999800712485639,2.6994708176865546e-06,5.8482110414672854e-12,0.021170633229615755,1.996244912303747e-06,0.09999800698463936,2.6994708176845247e-06,2.029843112277596e-18,3.816390604025507e-12,2.0318204374417782e-12,0.021108603154552937,6.200535346029719e-05,1.996244912303747e-06,0.0,2.6348813238393573e-15,3.2594437836718403e-32,2.0968971612678844e-13,1.41537545381318e-24,1.2816718448768792e-13,7.679834196851377e-29,9.661095674955046e-16,1.4550053113113595e-30,2.025544740026867e-12,-6.328599067531445,-6.269602851184649,-6.062629099509115,-7.837518069494394,-8.059601736330745,-3.16291620385918,-2.05587379917326,-3.167740866619525,-14.502084898794923,-22.099632476549463,-68.3823901400452,-16.352358135978655,-15.667300363325356,-16.46022648163593,-93.96401985624206,-9.433013899143653,-13.064069365633035,-22.14738881650193,-20.87886513724991,-8.89874186645138,-21.708712217476936,-11.315021289864545,-23.689917443419535,-5.833863939887493,-10.827223294618577,-9.6367946303032,-20.764505777028035,-7.027222495360379,0.0,0.0,0.0,0.0,0.00313379286870617,6.5522794364164e-05,0.0004989450059665396,2.7388356509642922e-06,0.0009687370560508646,1.5680709500688248e-05,0.0,0.0,0.0,0.0,-8.352681410252814,-11.90104500399867,-1.5145149252489745,-3.495126958108848,-2.0,-1.0,-3.0235633940442357,-1.7763568394002505e-15,0.0,0.0,7.0,14.0,7.407407407407407,8.059601736330745,-2.05587379917326,-3.167740866619525,4.439341857525104e-09,0.0,0.0,0.0,68.10409522786179,10.843153846935799,0.0,0.0,21.052750925202417,0.0
2,2,2,0.0015,640000.0,14,8.059541283553814,-7.403970253462155,240.0,7.30688976018054e-12,4.8092096521532614e-08,1.0499790493564216,0.8277151214639467,0.0009999800456400598,0.09999800454054314,2.235300746849528e-06,7.060272307725482e-12,0.021176303399521864,1.997660790932719e-06,0.0999980044003201,2.235300746847848e-06,1.6796086421719451e-18,4.607613997874671e-12,2.4526583098508115e-12,0.021114273497506407,6.200516682043583e-05,1.997660790932719e-06,0.0,3.182018196273522e-15,3.936741231420146e-32,2.5319682885059447e-13,1.7092460101388963e-24,1.5478025045553594e-13,9.275606791675834e-29,1.1667080520026214e-15,1.7573253102541338e-30,2.445081715754225e-12,-6.328600433892314,-6.351475292196546,-6.06232018858575,-7.837337730156179,-8.059541283553814,-3.1629766578806926,-2.055745227588119,-3.1675518422574527,-14.50215403908486,-22.099580708796374,-68.38223483678594,-16.352309251557465,-15.667254362236061,-16.46018336387853,-93.96387608631039,-9.433022585412076,-13.228003272018897,-22.22946951626291,-20.960948720342785,-8.98087721729734,-21.790798683901706,-11.397159524042403,-23.772006793176203,-5.915864952484526,-10.909355762132641,-9.71898466850688,-20.846644047478627,-7.0271543765521844,0.0,0.0,0.0,0.0,1.0917425015519097e-06,5.0804376972921734e-14,0.0,0.0,2.85244605050571e-08,7.18419554540458e-14,0.0,0.0,0.0,0.0,-8.18905743751656,-11.655600359248163,-1.678705974805112,-3.4129456061735866,-1.9999999999999716,-1.3283820991122468,-3.105744745979492,0.0,0.0,0.0,7.0,14.0,7.407407407407407,8.059541283553814,-2.055745227588119,-3.1675518422574527,6.470570337106034e-09,0.0,0.0,0.0,97.45378008357201,0.0,0.0,0.0,2.5462199164279733,0.0
3,3,3,0.0025,640000.0,14,8.05948524482612,-7.403922925114422,240.0,1.1988627664327715e-11,7.890609854069459e-08,1.0499790240742988,0.8277098479767672,0.0009999800206883388,0.09999800203034315,1.771118553495407e-06,8.907874268660518e-12,0.021181728828183855,1.9990120793706706e-06,0.09999800189011411,1.7711185534940772e-06,1.3299143689502306e-18,5.8136916610306705e-12,3.0941826076298473e-12,0.021119699202189802,6.20048777623703e-05,1.9990120793706706e-06,0.0,4.0159492917399466e-15,4.969008786300683e-32,3.1951243859337143e-13,2.1571553713256453e-24,1.953432084487993e-13,1.1707723185872267e-28,1.4724555235388348e-15,2.2180916549688407e-30,3.0846230276583638e-12,-6.328602512930614,-6.452496085570914,-6.062025566334043,-7.8371667548564545,-8.05948524482612,-3.1630326976641143,-2.055621580636144,-3.167372156577777,-14.50221879030397,-22.09953338044864,-68.38209285174275,-16.352264699267717,-15.667212586004302,-16.460144363704764,-93.96374520549914,-9.433031296847764,-13.430224544447295,-22.330693051251494,-21.06217503138936,-9.082150856691651,-21.89202777100627,-11.4984359394947,-23.873238656338756,-6.017009392810877,-11.010626625468964,-9.820308795568634,-20.947920846192645,-7.027086768327882,0.0,0.0,0.0,0.0,1.0691403204277074e-06,1.0495539043780763e-13,0.0,0.0,2.0011641665219557e-08,6.300249952497443e-14,0.0,0.0,0.0,0.0,-7.98712793139045,-11.352697389151169,-1.881174541137483,-3.3116301905475254,-1.9999999999999716,-1.7333192317769885,-3.2070601616055585,0.0,0.0,0.0,7.0,14.0,7.407407407407407,8.05948524482612,-2.055621580636144,-3.167372156577777,1.0300826413016008e-08,0.0,0.0,0.0,98.16264007579208,0.0,0.0,0.0,1.837359924207909,0.0
4,4,4,0.0035,640000.0,14,8.059436441055231,-7.403882877319494,240.0,1.6387424914044135e-11,1.0785785129413272e-07,1.049978999999912,0.827704907151373,0.0009999799969416885,0.0999979996415577,1.306926791268755e-06,1.2068373530999246e-11,0.021186753061910122,2.000256939708577e-06,0.09999799950132268,1.306926791267774e-06,9.807464769849507e-19,7.876755341115205e-12,4.191618189884041e-12,0.02112472388128666,6.200442026929819e-05,2.000256939708577e-06,0.0,5.44225674471421e-15,6.734426592248016e-32,4.329420399125502e-13,2.923233299999202e-24,2.6471985126380225e-13,1.5867214780362892e-28,1.9953899223827136e-15,3.00611180485706e-30,4.178666594534685e-12,-6.328605764068921,-6.584429315199566,-6.061754311694083,-7.837011103639007,-8.059436441055231,-3.163081502180563,-2.055505977213617,-3.1672077493843744,-14.502276351541942,-22.09949333265371,-68.38197270835796,-16.352227251665234,-15.667177738594262,-16.460112116487167,-93.96363546288416,-9.433040053569284,-13.694255410898034,-22.462820040122708,-21.194304620453018,-9.214320493550236,-22.024159960262374,-11.63060817654573,-24.005373445787303,-6.149058225862056,-11.142793662135105,-9.952522036558781,-21.080094039387866,-7.027019968676262,0.0,0.0,0.0,0.0,1.0656873065661417e-06,2.7843630196210155e-13,0.0,0.0,1.4728762762339075e-08,5.11993817716051e-14,0.0,0.0,0.0,0.0,-7.723359081911534,-10.957035358584047,-2.1454366144332724,-3.1794257062788986,-1.9999999999999858,-2.2618433783685816,-3.3392646458741844,0.0,0.0,0.0,7.0,14.0,7.407407407407407,8.059436441055231,-2.055505977213617,-3.1672077493843744,1.8907796440701645e-08,0.0,0.0,0.0,98.63675086103693,0.0,0.0,0.0,1.363249138963062,0.0
