soln,cell,cell_plot,dist_x,time,step,pH,pe,temp(C),charge(eq),pct_err,Na(mol/kgw),Cl(mol/kgw),K(mol/kgw),P(mol/kgw),Cu(mol/kgw),Fe(mol/kgw),S(mol/kgw),Au(mol/kgw),P(5)(mol/kgw),Cu(1)(mol/kgw),Cu(2)(mol/kgw),Fe(2)(mol/kgw),Fe(3)(mol/kgw),S(-2)(mol/kgw),S(6)(mol/kgw),Au(1)(mol/kgw),Au(3)(mol/kgw),m_Fe+2(mol/kgw),m_Fe+3(mol/kgw),m_FeOH+(mol/kgw),m_FeOH+2(mol/kgw),m_FeCl+(mol/kgw),m_FeCl+2(mol/kgw),m_FeCl2(mol/kgw),m_FeCl2+(mol/kgw),m_Fe(OH)4-(mol/kgw),la_SO4-2,la_Cu(HS)2-,la_Au(HS)2-,la_AuHS,la_H+,la_OH-,la_HS-,la_H2S,la_Au(OH)2-,la_Au+,la_Au+3,la_AuCl,la_AuCl2-,la_AuCl3-2,la_AuCl4-,la_AuOH,la_Cu2S(HS)2-2,la_CuCl+,la_CuCl2,la_CuCl2-,la_CuCl3-,la_CuCl3-2,la_CuCl4-2,la_CuHS,la_CuCl,la_CuOH,la_CuOH+,la_S-2,Magnetite,d_Magnetite,Chalcocite(alpha),d_Chalcocite(alpha),Chalcopyrite(alpha),d_Chalcopyrite(alpha),Bornite(alpha),d_Bornite(alpha),Au(element),d_Au(element),Pyrite,d_Pyrite,Cu(element),d_Cu(element),si_Hematite,si_Magnetite,si_Chalcocite(alpha),si_Pyrite,si_Chalcopyrite(alpha),si_Bornite(alpha),si_Cu(element),si_Au(element),k_Hematite_PK,dk_Hematite_PK,stage,u_step,time_days,pH_user,logaHS-,logaH2S,SR_Hematite,HematitePK_m,HematitePK_m_pct,Pyrite_pct,Chalcopyrite(alpha)_pct,Bornite(alpha)_pct,Magnetite_pct,Chalcocite(alpha)_pct,Au(element)_pct,Cu(element)_pct
10,10,10,0.009500000000000001,30000.000000000004,1,7.970964733213337,-7.253316187985396,239.99999999999994,-5.5056012344103115e-11,-8.74968669884392e-07,0.4328332018238345,0.34393541030767216,0.00039469493328865134,0.039469491448009784,2.2251792231138276e-10,7.2474416973796e-08,0.009144123777735994,5.948248753080496e-07,0.03946949138424378,2.2251792231104772e-10,3.350397226419963e-22,4.880873193570258e-08,2.3665685038093418e-08,0.009106669773540325,3.744902964968309e-05,5.948248753080496e-07,0.0,3.6628014620067846e-11,5.714603047645306e-28,3.069749151629042e-09,2.254854829523567e-20,1.1036030298393215e-09,7.196296601841115e-25,4.5213492833770094e-12,8.667527238128895e-27,2.3567741584400204e-08,-6.199654936418716,-10.534698827307885,-6.5371861393889725,-7.999443672819396,-7.970964733213337,-3.2431377245052224,-2.368505235728113,-3.3917353000569577,-14.5118221068571,-21.948926643319616,-67.93027264035568,-16.512363539583784,-16.138017003765466,-17.241654358911017,-94.75474730389244,-9.362529586559845,-21.370266884441964,-25.94722732312023,-24.989414880703066,-13.159997443134388,-26.129973197765068,-15.886988103382535,-28.421889660542657,-9.786328479455406,-14.77776763446661,-13.356849253962299,-24.33385456745728,-7.428490935032861,0.0,0.0,0.0,0.0,3.24757070422909e-08,2.6094169796171556e-14,0.0,0.0,1.1302177391409399e-10,3.611888077426478e-11,0.0,0.0,0.0,0.0,0.025482983171961848,0.5999250147903616,-9.195449570947567,0.29541197813403386,-2.0,-16.361869291396744,-6.814102330287154,0.0,4.866946958464008e-07,0.0,2.0,1.0,0.34722222222222227,7.970964733213337,-2.368505235728113,-3.3917353000569577,1.060432386959959,4.866946958464008e-07,93.72428865077313,0.0,6.253946399962862,0.0,0.0,0.0,0.021764949263983854,0.0
1,1,1,0.0005,40000.00000000001,2,8.009757694999031,-7.350735188963871,240.0,-3.440741035732003e-12,-2.3490287099919066e-08,1.0119961155316854,0.7964583157707179,0.000962724067446153,0.09627240665044211,3.0042828318027914e-06,4.363536166725127e-12,0.022325841556900435,2.5013409293643913e-06,0.09627240651468535,3.004282831801101e-06,1.6901302978872599e-18,2.955467305784767e-12,1.40806886094036e-12,0.02226539879401678,6.04152804712248e-05,2.5013409293643913e-06,0.0,2.5228162599354685e-15,3.5149813201022855e-32,1.8083017068847812e-13,1.3661085053748139e-24,1.198473364802355e-13,8.037540267377918e-29,8.772890791678657e-16,1.4888034979158312e-30,1.4031830251272556e-12,-6.325463540483589,-6.209649086825864,-5.962633275667174,-7.760876741447731,-8.009757694999031,-3.2122395588841375,-2.0325193033779754,-3.0945423294925334,-14.547444776593467,-22.04634564429809,-68.2225296432911,-16.313236876690073,-15.642344676999564,-16.44943636827293,-93.86082165133911,-9.429050421917236,-13.017360374042456,-22.095022784445124,-20.840664678155896,-8.913828239608739,-21.68467733134571,-11.344273235984694,-23.680048130251105,-5.797264671323987,-10.828144094813144,-9.672873212559931,-20.747297527033393,-7.05371204089682,0.0,0.0,0.0,0.0,7.214767778796361e-05,3.5712522011073215e-05,2.658644270334837e-05,1.330372838462924e-05,3.117908192968248e-05,1.557572307711809e-05,0.0,0.0,0.0,0.0,-8.57071496271352,-12.23179846676277,-1.5145149252489745,-3.4550848986257066,-1.9999999999999858,-0.9999999999999716,-3.0636054535273844,0.0,6.363791071310386e-08,-5.956373069617617e-08,2.0,2.0,0.462962962962963,8.009757694999031,-2.0325193033779754,-3.0945423294925334,2.687107476420413e-09,6.363791071310386e-08,0.04896096146874831,0.0,55.508102523371875,20.454753812678014,0.0,0.0,23.98818270248135,0.0
2,2,2,0.0015,40000.00000000001,2,8.0053892307917,-7.34127116006225,240.0,-1.093047320331721e-11,-8.057775432538351e-08,0.9369602865538211,0.7378310388849317,0.000889124726966562,0.08891247236975035,5.279928327532552e-07,2.5114848847725855e-11,0.02061386290821394,2.2006183738006594e-06,0.08891247224235356,5.279928327529284e-07,3.267797824366519e-19,1.6991070527775877e-11,8.12377831994998e-12,0.020556193177049868,5.76461875576345e-05,2.2006183738006594e-06,0.0,1.443835383567173e-14,2.039296905334117e-31,1.046751141225455e-12,7.911294296482988e-24,6.559097853603734e-13,4.400770082315321e-28,4.537728265710248e-15,7.81308797072827e-30,8.095173187043106e-12,-6.315577094921421,-6.979460786800845,-6.0144354454931515,-7.782045811909917,-8.0053892307917,-3.2155771501967276,-2.063152402741778,-3.1208069646489847,-14.544655930317026,-22.036881615396467,-68.19413755658623,-16.331467266432714,-15.688269485386474,-16.5230555953041,-93.9432072392113,-9.422923984328204,-14.530719138835932,-22.82179867543515,-21.595134987790185,-9.677762578144652,-22.46684205962427,-12.135901993164872,-24.489907277173927,-6.536443271935163,-11.564384014704792,-10.384756305119907,-21.449716590691743,-7.088713604467937,0.0,0.0,0.0,0.0,8.069253965891979e-07,1.8457085123385556e-07,0.0,0.0,2.5753977824765976e-08,1.630756127742185e-09,0.0,0.0,0.0,0.0,-7.0367358724940825,-9.936440832575272,-2.9666074913148535,-2.7370753684767166,-2.0000000000000284,-3.904185132131772,-3.7816149836763895,0.0,1.2417662750182058e-07,-8.907712959930073e-08,2.0,2.0,0.462962962962963,8.0053892307917,-2.063152402741778,-3.1208069646489847,9.18891274251838e-08,1.2417662750182058e-07,12.977566870375309,0.0,84.33091238113148,0.0,0.0,0.0,2.6915207484932155,0.0
3,3,3,0.0025,40000.00000000001,2,8.000786493005464,-7.3312789970409,239.99999999999994,-2.000226750100208e-11,-1.5972471398802894e-07,0.8647139959758968,0.6813832027941967,0.0008182619878013715,0.08182619822803142,1.6644733898089058e-10,8.066945301273438e-08,0.018969276865222876,1.9265819172073044e-06,0.08182619810894683,1.664473389807771e-10,1.134759923629387e-22,5.45306350886762e-08,2.613881792405818e-08,0.018914311689754645,5.4945130546745475e-05,1.9265819172073044e-06,0.0,4.6093235660618276e-11,6.602944239745004e-28,3.381663107641264e-09,2.55687306811193e-20,2.0004020345860423e-09,1.3426925796735894e-24,1.30624670972568e-11,2.2827683905360112e-26,2.604526710141163e-08,-6.304886632760338,-10.496686607473825,-6.068009704641687,-7.803836859973522,-8.000786493005464,-3.219189635695124,-2.0949356138267214,-3.147987437947691,-14.541888738292405,-22.02688945237512,-68.16416106752219,-16.350101307925467,-15.735529731393326,-16.598942045825055,-94.02773556820365,-9.41654430680525,-21.53799030688318,-26.294092115430647,-25.096054632299666,-13.188674385675482,-25.996387908647847,-15.675440005209808,-28.04807933071161,-10.021885881522756,-15.046669617721523,-13.842028189120935,-24.896996311671423,-7.125099553339348,9.772044075208052e-11,7.213041723567794e-11,0.0,0.0,2.8183055055206247e-07,2.5660289831541796e-08,0.0,0.0,1.7111531489680425e-08,1.368361613666849e-09,0.0,0.0,0.0,0.0,-0.00851894985788526,0.5999999999999854,-9.910312237191533,0.7265761930472863,-2.0,-17.791594623884663,-7.2452665452003835,1.7763568394002505e-15,3.774559678490554e-07,-1.6199107852721292e-08,2.0,2.0,0.462962962962963,8.000786493005464,-2.0949356138267214,-3.147987437947691,0.9805755272890632,3.774559678490554e-07,55.795761688807644,0.0,41.66035663666269,0.0,0.014445092643253,0.0,2.5294365818863973,0.0
4,4,4,0.0035,40000.00000000001,2,7.99628030805842,-7.32125176161733,239.99999999999994,-3.17875598081295e-11,-2.752951707132752e-07,0.7970390619897225,0.6285069479581898,0.0007518837421767099,0.07518837345255738,1.709641852793375e-10,7.965336197945701e-08,0.01742975913108939,1.6827101726036688e-06,0.07518837334148604,1.7096418527920913e-10,1.2836017144966114e-22,5.3809622479535344e-08,2.5843739499921664e-08,0.017377373064196882,5.236904363209164e-05,1.6827101726036688e-06,0.0,4.5168770991098275e-11,6.559503190102088e-28,3.3560524802200934e-09,2.5369052554527114e-20,1.872974165044947e-09,1.2568624854805035e-24,1.1544994973922509e-11,2.0466287361474108e-26,2.5749657869670633e-08,-6.293709170197112,-10.501799046452708,-6.122356558584051,-7.825996669232914,-7.99628030805842,-3.2227702485469116,-2.1271226585096814,-3.1756682976836075,-14.539022728572412,-22.01686221695155,-68.13407936125148,-16.368938589895496,-15.783231530756947,-16.675508362582274,-94.11311193150733,-9.410097684233468,-21.520534325105032,-26.25366774701364,-25.084494781276252,-13.18714177007564,-26.01369257501803,-15.702771907003559,-28.094248514475385,-9.994811275818684,-15.016272484728086,-13.786347151585689,-24.831288038712607,-7.161792782969355,6.065635324971121e-10,6.065623468337489e-10,0.0,0.0,2.0685245183776352e-07,1.0734205958258588e-13,0.0,0.0,1.2089629953970976e-08,1.1885300205314275e-09,0.0,0.0,0.0,0.0,-0.0045297255084388865,0.5999999999999996,-9.828482166047493,0.6773417780837789,-2.0000000000000284,-17.62793448159664,-7.196032130236922,-1.7763568394002505e-15,4.143385386653625e-07,-9.156612297870362e-10,2.0,2.0,0.462962962962963,7.99628030805842,-2.1271226585096814,-3.1756682976836075,0.9896241262203469,4.143385386653625e-07,65.36471301684563,0.0,32.632376401091456,0.0,0.09568950876707888,0.0,1.9072210732958184,0.0
5,5,5,0.0045000000000000005,40000.00000000001,2,7.992089470729676,-7.3115853016255485,239.99999999999994,-4.7375865287470886e-11,-4.444079527648124e-07,0.7356026730819438,0.5805048836138856,0.0006916252867089271,0.06916252770926762,1.7584006067666038e-10,7.866253983218556e-08,0.016032167368456817,1.472010963380798e-06,0.06916252760566774,1.758400606765154e-10,1.4499477385819716e-22,5.3113157530218505e-08,2.554938230196706e-08,0.01598216225992993,4.999061554477054e-05,1.472010963380798e-06,0.0,4.419798875111548e-11,6.499647854875529e-28,3.3275928823741975e-09,2.5127477076822548e-20,1.7537228788477387e-09,1.1756015192447876e-24,1.0222517272623261e-11,1.8361585354883498e-26,2.5454782845539346e-08,-6.282363698553553,-10.506697001854613,-6.175935980143715,-7.847953150016849,-7.992089470729676,-3.226122518764726,-2.1587455992854125,-3.203100401130584,-14.536060809016261,-22.00719575695977,-68.10507998127613,-16.387496662510284,-15.830014135978306,-16.750515500410202,-94.19701068195826,-9.403783494459502,-21.502898132461812,-26.213877893478863,-25.072929460348043,-13.185242909139212,-26.03035178669639,-15.729097578673702,-28.139132258760316,-9.96808629044483,-14.98614909118509,-13.731351495653938,-24.766625922789075,-7.197606561073829,1.0396663457422443e-11,1.0396663457422443e-11,0.0,0.0,1.780929368475898e-07,9.266882136052968e-14,0.0,0.0,8.558698233996626e-09,9.810649846849378e-10,0.0,0.0,0.0,0.0,-0.0005997880294366098,0.5999999999999979,-9.74760009185281,0.628660311926005,-2.000000000000014,-17.46617033320723,-7.147350664079138,-1.7763568394002505e-15,4.2864974770064024e-07,-1.613757301089239e-11,2.0,2.0,0.462962962962963,7.992089470729676,-2.1587455992854125,-3.203100401130584,0.9986198902530607,4.2864974770064024e-07,69.66382930078112,0.0,28.943527947413646,0.0,0.00168965779702584,0.0,1.3909530940081951,0.0
6,6,6,0.0055000000000000005,40000.00000000001,2,7.988359587495443,-7.302645098118454,239.99999999999994,-6.755742466357337e-11,-6.833680268949516e-07,0.6819161540622747,0.5385578729867487,0.0006389688660712326,0.06389688546948337,1.8087879485107333e-10,7.773682838818469e-08,0.014810874104111083,1.2964590392903616e-06,0.06389688537257236,1.8087879485091053e-10,1.6280632153499454e-22,5.2466756994070254e-08,2.5270071394114438e-08,0.014762984484557089,4.7877172129831794e-05,1.2964590392903616e-06,0.0,4.322964067239749e-11,6.427789921527292e-28,3.297880514252121e-09,2.485972031585063e-20,1.6464624244250913e-09,1.1017767853219736e-24,9.110541965388853e-12,1.655499142783639e-26,2.51749863082715e-08,-6.271334914903099,-10.511188348901486,-6.226695424902532,-7.868862770642707,-7.988359587495443,-3.2291209197902715,-2.188595423418362,-3.229220342029322,-14.533117407560256,-21.998255553452676,-68.07825937075485,-16.40506873406133,-15.874098482587499,-16.821112122077537,-94.27623917166956,-9.397841691977952,-21.485760885656894,-26.176241663810885,-25.06180550573821,-13.183059158036475,-26.045740107144702,-15.753426102629108,-28.181032854266768,-9.942727813358758,-14.957453065024207,-13.679141595460457,-24.705475819088495,-7.231186268441013,3.336220105361673e-11,-4.046852928294531e-12,0.0,0.0,1.291324453558137e-07,1.198447968413684e-13,0.0,0.0,5.85628977173547e-09,7.445458487390792e-10,0.0,0.0,0.0,0.0,0.0031175862220287343,0.5999999999999979,-9.670763196781955,0.5823922142141029,-1.9999999999999858,-17.31249654306552,-7.101082566367207,-1.7763568394002505e-15,4.4699047362390475e-07,0.0,2.0,2.0,0.462962962962963,7.988359587495443,-2.188595423418362,-3.229220342029322,1.0072043348097481,4.4699047362390475e-07,76.80082801173367,0.0,22.187226152946955,0.0,0.005732213137427077,0.0,1.0062136221819418,0.0
7,7,7,0.006500000000000001,40000.00000000001,2,7.985221883228401,-7.294825594459091,239.99999999999994,-9.246238851117623e-11,-1.000429934237266e-06,0.6372980678201845,0.5036961985825567,0.0005952075073997537,0.05952074945063796,1.858139458317386e-10,7.690045314070719e-08,0.013795871539722794,1.15681754033942e-06,0.05952074935940338,1.8581394583155787e-10,1.807388798994395e-22,5.1885573694391176e-08,2.501487944631602e-08,0.013749768567550663,4.6092107443180836e-05,1.15681754033942e-06,0.0,4.2315765601249444e-11,6.349769719717575e-28,3.268311029117399e-09,2.458327055710547e-20,1.5545751047980009e-09,1.038026550728054e-24,8.215981329328737e-12,1.507471358023751e-26,2.491938770856104e-08,-6.261242442664862,-10.51496623367579,-6.272180380861268,-7.887695496792389,-7.985221883228401,-3.2316516212633717,-2.2152476532274115,-3.252734867571327,-14.53035930684709,-21.99043604979331,-68.05480085977675,-16.420808509860002,-15.913397537844201,-16.883970456792273,-94.34701777852361,-9.392552889791686,-21.469802129663506,-26.142454864765767,-25.051577986151123,-13.18065114210875,-26.05907186701565,-15.774577366159418,-28.217923893595753,-9.919853468324021,-14.93148576963845,-13.632145722089765,-24.65066044205845,-7.260976202517109,0.0,0.0,0.0,0.0,9.545876236358646e-08,7.808132150746045e-14,0.0,0.0,3.7084345935897986e-09,5.019901353645308e-10,0.0,0.0,0.0,0.0,0.006218955618336963,0.5996667533051685,-9.601499981170456,0.5406851430296555,-2.000000000000014,-17.173970111842493,-7.059375495182778,1.7763568394002505e-15,4.6130517205445326e-07,0.0,2.0,2.0,0.462962962962963,7.985221883228401,-2.2152476532274115,-3.252734867571327,1.014422692178878,4.6130517205445326e-07,82.30649672667117,0.0,17.031840933019435,0.0,0.0,0.0,0.6616623403093846,0.0
8,8,8,0.007500000000000001,40000.00000000001,2,7.982783022367359,-7.288521252697324,239.99999999999994,-1.2122687709518298e-10,-1.3862134490428871e-06,0.6028424915601928,0.47677476402740876,0.0005614139624743271,0.05614139483448503,1.9007773804415948e-10,7.625705294028639e-08,0.013012048855709283,1.0529755677185413e-06,0.05614139474770903,1.900777380439625e-10,1.96973215813268e-22,5.143879713981154e-08,2.481825580047485e-08,0.012967345750044457,4.469339029258559e-05,1.0529755677185413e-06,0.0,4.156019343490837e-11,6.280297188271014e-28,3.2440688645966785e-09,2.4346710457470412e-20,1.4827637652994233e-09,9.878765191035318e-25,7.549058630810862e-12,1.3955215727241155e-26,2.4722387130156743e-08,-6.252787831861939,-10.518180433573509,-6.3096822111542155,-7.903294241057992,-7.982783022367359,-3.2336223045030326,-2.2371507392547696,-3.2721990927376368,-14.527996331564646,-21.984131708031544,-68.03588783449145,-16.433781280662732,-15.945647421211428,-16.935497452723997,-94.40521320349627,-9.388219231269582,-21.45676630429261,-26.114835663411483,-25.043235897361342,-13.178613395080736,-26.070006890790363,-15.791816731695903,-28.248136029934965,-9.901164582194383,-14.91017091004594,-13.593524433172421,-24.605734811379335,-7.28531814940551,3.3889813424188526e-11,-1.7165519164649379e-12,0.0,0.0,8.511196089082942e-08,6.711801605979871e-14,0.0,0.0,2.0103117571700177e-09,2.810534938265305e-10,0.0,0.0,0.0,0.0,0.009174166555844465,0.600000000000005,-9.544657983744848,0.5063975126344431,-2.0,-17.060286116991307,-7.0250878647875385,0.0,4.6493730792572925e-07,0.0,2.0,2.0,0.462962962962963,7.982783022367359,-2.2371507392547696,-3.2721990927376368,1.0213489965620954,4.6493730792572925e-07,84.213513266095,0.0,15.416223059320929,0.0,0.006138419532551881,0.0,0.3641252550515217,0.0
9,9,9,0.0085,40000.00000000001,2,7.981119322831027,-7.2840875831574605,239.99999999999991,-1.1739066729100627e-10,-1.3963648809288175e-06,0.5793930756390696,0.458452806124722,0.0005384153399287372,0.05384153251182758,1.933298639599215e-10,7.578832414511175e-08,0.012478600462417456,9.84341586970789e-07,0.05384153242812423,1.9332986395971193e-10,2.095693505217992e-22,5.11138902219433e-08,2.4674433923168453e-08,0.012434861233936313,4.3730259014990266e-05,9.84341586970789e-07,0.0,4.100066429288927e-11,6.225096914927671e-28,3.22538816348871e-09,2.4162290554780013e-20,1.4328038791590383e-09,9.52847360736353e-25,7.104018819363597e-12,1.31996529814448e-26,2.4578314397057144e-08,-6.246665430361359,-10.520342997599746,-6.3365426126645925,-7.914507607043241,-7.981119322831027,-3.234967659905923,-2.252797774779893,-3.28618242872642,-14.52625337283056,-21.97969803849168,-68.02258682587185,-16.443070105464777,-15.968658740355382,-16.97223126620986,-94.44680217224432,-9.385130917132608,-21.447108096356274,-26.09499298118954,-25.037115709481306,-13.176926876740561,-26.077609197252237,-15.803852707697637,-28.269460830738748,-9.887680110695491,-14.894761897363855,-13.565738281551317,-24.573514990218364,-7.302628884466949,8.312470681506952e-11,-4.569397056964876e-13,0.0,0.0,6.986073548873305e-08,2.8413554263362292e-14,0.0,0.0,7.854931757916585e-10,1.1135773760872123e-10,0.0,0.0,0.0,0.0,0.011126927936002673,0.5999999999999961,-9.503705704758318,0.48169967515030265,-2.0,-16.978381559018203,-7.000390027303407,1.7763568394002505e-15,4.7260266391698845e-07,0.0,2.0,2.0,0.462962962962963,7.981119322831027,-2.252797774779893,-3.28618242872642,1.0259517295260527,4.7260266391698845e-07,86.98229606929164,0.0,12.857835221527223,0.0,0.015299062851096074,0.0,0.1445696463300493,0.0
10,10,10,0.009500000000000001,40000.00000000001,2,7.9802770307186135,-7.281796641025633,239.99999999999994,-1.1181121978860935e-10,-1.3576523235770407e-06,0.5675233259699678,0.4491784847397294,0.0005267738518413748,0.052677383671078645,1.9509144979955402e-10,7.554365179967761e-08,0.012208575817199746,9.502402122981419e-07,0.05267738358894263,1.9509144979933753e-10,2.1649384697985835e-22,5.094436623820554e-08,2.459928556147208e-08,0.012165328206560085,4.323900752600394e-05,9.502402122981419e-07,0.0,4.070397731970949e-11,6.194726991584459e-28,3.215320090622252e-09,2.406199061377268e-20,1.4072222473844532e-09,9.348684499870517e-25,6.881820334955702e-12,1.2819818568347513e-26,2.4503037562890947e-08,-6.243443197747954,-10.521443624060188,-6.35058945206139,-7.920385555675729,-7.9802770307186135,-3.2356488981846288,-2.260966665544207,-3.2935090273783274,-14.525324907256154,-21.977407096359855,-68.01571399947639,-16.447926684133236,-15.980662839824127,-16.991382886478892,-94.46851942904999,-9.383521213279488,-21.441982750625222,-26.08461240478981,-25.033882653881857,-13.175984763272943,-26.081523662453073,-15.810058115030301,-28.280522816739868,-9.880611846391623,-14.886672263095953,-13.551182364761834,-24.556668131297055,-7.311640067343673,0.0,0.0,0.0,0.0,3.247571157305374e-08,4.530762836834789e-15,0.0,0.0,1.3184180504276434e-10,1.8820031128670353e-11,0.0,0.0,0.0,0.0,0.01212675813314057,0.5999705683594367,-9.482242577498653,0.46875346221394665,-1.9999999999999716,-16.935455304498873,-6.987443814367047,-1.7763568394002505e-15,4.866946958464008e-07,0.0,2.0,2.0,0.462962962962963,7.9802770307186135,-2.260966665544207,-3.2935090273783274,1.0283163904621264,4.866946958464008e-07,93.72089117141488,0.0,6.253720568619048,0.0,0.0,0.0,0.02538825996607004,0.0
